,no,title,link,status,author,fake_intro,real_intro,likes,episodes,first_register_date,last_register_date,age,rate,genre1_pre,genre2_pre,thumb_link
906,907,소장,https://comic.naver.com/webtoon/list?titleId=801481,1,소영,"누구나 주변 사람들에게 완전히 이해받지 못할 자기만의 소장용 세계가 있다.이 쓸모없는 행위가 왜 필요한지, 왜 계속되어야 하는지, 그리고 어떤 세상은 이 쓸모없음으로 비로소 생존하고 있음을 말하는 이야기!","누구나 주변 사람들에게 완전히 이해받지 못할 자기만의 소장용 세계가 있다.이 쓸모없는 행위가 왜 필요한지, 왜 계속되어야 하는지, 그리고 어떤 세상은 이 쓸모없음으로 비로소 생존하고 있음을 말하는 이야기!",5,8.0,2022.10.24,2022.10.24,0,9.9,2,6,https://shared-comic.pstatic.net/thumb/webtoon/801481/thumbnail/thumbnail_IMAG10_70e1f81e-2336-4228-b430-68d5b69cb916.jpg
907,908,소중한 날은 언제나 비가 내린다,https://comic.naver.com/webtoon/list?titleId=791737,0,RYO. / YABOMI,"결코 해선 안 될 사랑이란게 정말 있는걸까?24살을 앞두고 5년동안 사귄 남자친구와 이별 후 도쿄로 상경해 그곳에서 여러 새로운 인연을 만나게 된다.17살 연상의 마에노와 고등학교 선배인 카사자키.새로운 사랑에 망설이며, 어엿한 어른 여자로서 성장해 간다.","결코 해선 안 될 사랑이란게 정말 있는걸까?24살을 앞두고 5년동안 사귄 남자친구와 이별 후 도쿄로 상경해 그곳에서 여러 새로운 인연을 만나게 된다.17살 연상의 마에노와 고등학교 선배인 카사자키.새로운 사랑에 망설이며, 어엿한 어른 여자로서 성장해 간다.",6,57.0,2022.03.04,2022.03.04,0,9.0,0,0,https://shared-comic.pstatic.net/thumb/webtoon/791737/thumbnail/thumbnail_IMAG10_55905b49-cdca-42ba-993b-0770eabd31d5.jpg
908,909,속보입니다,https://comic.naver.com/webtoon/list?titleId=755758,1,Z6 / 밀카,"평범한 대학생 '예슬'은 대한민국에서 모르면 간첩이라는최연소 메인뉴스 아나운서 '김민준'을 만나기 위해 방송국 카페에서 아르바이트를 시작한다.그러나 민준은 기대했던 것과는 다르게 너무 차갑기만 하고…제가 얼마나 오랜 기간 좋아했는데, 왜 이렇게 차갑게 구시는 거예요?","평범한 대학생 '예슬'은 대한민국에서 모르면 간첩이라는최연소 메인뉴스 아나운서 '김민준'을 만나기 위해 방송국 카페에서 아르바이트를 시작한다.그러나 민준은 기대했던 것과는 다르게 너무 차갑기만 하고…제가 얼마나 오랜 기간 좋아했는데, 왜 이렇게 차갑게 구시는 거예요?",41173,70.0,2020.09.29,2020.11.10,2,9.8,0,0,https://shared-comic.pstatic.net/thumb/webtoon/755758/thumbnail/thumbnail_IMAG10_eac6de0a-c9ba-446b-8527-e03f45aa42f7.jpg
909,910,속삭이는 e로맨스,https://comic.naver.com/webtoon/list?titleId=723414,1,최경아,불면증에 걸린 남자와 책만 읽으면 모두를 잠들게하는 여자가 만났다.,불면증에 걸린 남자와 책만 읽으면 모두를 잠들게하는 여자가 만났다.,47040,77.0,2019.02.02,2019.03.16,0,9.8,0,0,https://shared-comic.pstatic.net/thumb/webtoon/723414/thumbnail/thumbnail_IMAG10_9085b8b9-d7ac-4cee-be86-b104cd2fa72e.jpg
910,911,손 안의 안단테,https://comic.naver.com/webtoon/list?titleId=799509,0,나윤희,"""나는 살아갈 것이다. 안단테의 리듬을 한, 이 사람의 심장으로."" 열두 살의 나이에 확장성 심근증을 진단받은 다울. 그로부터 4년 후, 다울에게 새 심장을 줄 공여자가 나타난다. 죽음의 문턱에서 삶을 되돌려 받은 다울. 상실 끝에 삶의 궤도에서 멀어져 가는 연조. 살아 있는 두 사람을 위로하는 죽은 피아니스트의 이야기.","""나는 살아갈 것이다. 안단테의 리듬을 한, 이 사람의 심장으로."" 열두 살의 나이에 확장성 심근증을 진단받은 다울. 그로부터 4년 후, 다울에게 새 심장을 줄 공여자가 나타난다. 죽음의 문턱에서 삶을 되돌려 받은 다울. 상실 끝에 삶의 궤도에서 멀어져 가는 연조. 살아 있는 두 사람을 위로하는 죽은 피아니스트의 이야기.",203,16.0,2022.09.17,2022.11.19,1,10.0,0,1,https://shared-comic.pstatic.net/thumb/webtoon/799509/thumbnail/thumbnail_IMAG10_6c7f3f78-dde0-4f75-a9a6-681ab65b78df.jpg
911,912,손 잡아 볼래?,https://comic.naver.com/webtoon/list?titleId=756789,1,예타쿠,"지난 생각을 하면 이불을 뻥뻥차게 만드는 똥차같은 전 연인들!만약, 연인과의 사랑의 결말을 알 수 있으면 똥차는 거르고손쉽게 운명같은 사람을 알 수 있지 않을까?그 궁금증, 해결해드립니다.","지난 생각을 하면 이불을 뻥뻥차게 만드는 똥차같은 전 연인들!만약, 연인과의 사랑의 결말을 알 수 있으면 똥차는 거르고손쉽게 운명같은 사람을 알 수 있지 않을까?그 궁금증, 해결해드립니다.",5458,63.0,2020.10.23,2020.11.27,0,9.9,0,0,https://shared-comic.pstatic.net/thumb/webtoon/756789/thumbnail/thumbnail_IMAG10_d61c4c67-68c2-44bf-a9e0-df6d3c30fc9a.jpg
912,913,손아귀,https://comic.naver.com/webtoon/list?titleId=739439,1,황정훈,직장인 브이로그를 운영중인 소진.알 수 없는 살인사건에 휘말리다.,직장인 브이로그를 운영중인 소진.알 수 없는 살인사건에 휘말리다.,29293,54.0,2020.01.29,2020.03.11,2,9.8,0,3,https://shared-comic.pstatic.net/thumb/webtoon/739439/thumbnail/thumbnail_IMAG10_dc7f876a-c44a-4e45-906e-b71a93e0935e.jpg
913,914,손의 흔적,https://comic.naver.com/webtoon/list?titleId=644111,1,유성연,다른 사람의 문자대화를 마음대로 엿볼 수 있다?어플을 활용해서 장민영에게 호감을 얻고 골키퍼 박순영을 재치고 골을 넣는데 성공한다. 그러나 장민영과 사귄다는 걸 떠벌리고 다녀 과 학생전체가 알게되자 그때부터 성격이 꼬이기 시작한다.,다른 사람의 문자대화를 마음대로 엿볼 수 있다?,100000,57.0,2015.01.04,2015.03.08,1,7.3,0,1,https://shared-comic.pstatic.net/thumb/webtoon/644111/thumbnail/title_thumbnail_20150712224625_t83x90.jpg
914,915,솔트앤페퍼,https://comic.naver.com/webtoon/list?titleId=792139,0,소이,먹기 위해 사는 민후추와 살기 위해 먹는 소금지.소꿉친구지만 음식에 대한 가치관이 전혀 다른 두 사람.둘을 중심으로 펼쳐지는 자취 요리(?)와 캠퍼스 라이프(!)'서브 콤플렉스' 소이 작가의 신작!,먹기 위해 사는 민후추와 살기 위해 먹는 소금지.소꿉친구지만 음식에 대한 가치관이 전혀 다른 두 사람.둘을 중심으로 펼쳐지는 자취 요리(?)와 캠퍼스 라이프(!)'서브 콤플렉스' 소이 작가의 신작!,274,32.0,2022.09.22,2022.11.24,0,9.7,0,0,https://shared-comic.pstatic.net/thumb/webtoon/792139/thumbnail/thumbnail_IMAG10_2d061e5b-dcf8-452f-9b30-af2db36b2615.jpg
915,916,송곳 1~3부,https://comic.naver.com/webtoon/list?titleId=602922,1,최규석,"어쨌든 나는 세상 모든 곳에서 누군가의 걸림돌이었다.'세상에 대한 날카로운 시선.<대한민국 원주민>, <습지생태보고서>, <울기엔 좀 애매한>의 최규석 작가가 선보이는 웹툰 신작.'어쨌든 나는 세상 모든 곳에서 누군가의 걸림돌이었다.'
세상에 대한 날카로운 시선.

당신도 언제든 부당해고의 대상이 될 수 있다.
강자의 '갑'질에 맞서는 우리 주변 '을'들의 이야기분명 하나쯤 뚫고 나온다.

가장 앞에서
가장 날카로웠다가
가장 먼저 부서져 버리고 마는

그런 송곳 같은 인간이","'어쨌든 나는 세상 모든 곳에서 누군가의 걸림돌이었다.'세상에 대한 날카로운 시선.<대한민국 원주민>, <습지생태보고서>, <울기엔 좀 애매한>의 최규석 작가가 선보이는 웹툰 신작.",89079,116.0,2013.12.16,2014.01.06,1,9.6,0,1,https://shared-comic.pstatic.net/thumb/webtoon/602922/thumbnail/title_thumbnail_20141006234108_t83x90.jpg
916,917,송곳 4~5부,https://comic.naver.com/webtoon/list?titleId=660025,1,최규석,"당신도 언제든 부당해고의 대상이 될 수 있다.강자의 '갑'질에 맞서는 우리 주변 '을'들의 이야기.분명 하나쯤 뚫고 나온다.

가장 앞에서
가장 날카로웠다가
가장 먼저 부서져 버리고 마는

그런 송곳 같은 인간이.'어쨌든 나는 세상 모든 곳에서 누군가의 걸림돌이었다.'
세상에 대한 날카로운 시선.

당신도 언제든 부당해고의 대상이 될 수 있다.
강자의 '갑'질에 맞서는 우리 주변 '을'들의 이야기",당신도 언제든 부당해고의 대상이 될 수 있다.강자의 '갑'질에 맞서는 우리 주변 '을'들의 이야기,51826,116.0,2015.08.03,2015.08.10,1,9.6,0,1,https://shared-comic.pstatic.net/thumb/webtoon/660025/thumbnail/thumbnail_IMAG10_f897ffc3-370c-4be2-a283-05ad93430367.jpg
917,918,쇼미더럭키짱!,https://comic.naver.com/webtoon/list?titleId=783054,1,박태준 / 김성모,"고작 18살 나이로 부산을 꿇린 남자 강건마메마른 그의 가슴을 송두리째 불태울 존재가 나타났으니,그것은 '힙합'(Hip - hop)!래퍼가 되기 위해선 서울을 통합해야 하는 법!사나이 강건마! 오늘도 래퍼가 되기 위해 사람을 팬다!참고로 두 작가 모두 랩이 뭔지 모른다!","고작 18살 나이로 부산을 꿇린 남자 강건마메마른 그의 가슴을 송두리째 불태울 존재가 나타났으니,그것은 '힙합'(Hip - hop)!래퍼가 되기 위해선 서울을 통합해야 하는 법!사나이 강건마! 오늘도 래퍼가 되기 위해 사람을 팬다!참고로 두 작가 모두 랩이 뭔지 모른다!",1189,146.0,2021.11.28,2021.12.09,2,9.6,1,4,https://shared-comic.pstatic.net/thumb/webtoon/783054/thumbnail/thumbnail_IMAG10_6917f3d9-c5bb-4bfd-aa04-a288f7b252af.jpg
918,919,수능일기,https://comic.naver.com/webtoon/list?titleId=734348,1,자까,"대학에 가면 모든게 행복할 줄 알았던...그 때의 처절했던 기억 속으로...작가의 재수학원 일기를 그려내고 있다. 재수학원의 일상에 대한 이야깃거리나 겪었던 일, 자까 본인의 수험 관련 경험담과 감상 등을 연재했다.

다만 나름 힘들고 중요한 시기였지만 결과적으론 공부만을 쳇바퀴처럼 하던 시기인지라 14화만에 완결되었다. 자까 본인은 재수학원에서 한 거라곤 공부뿐인데 이만큼 소재 뽑아냈으면 충분하지 않냐고.",대학에 가면 모든게 행복할 줄 알았던...그 때의 처절했던 기억 속으로...,100000,16.0,2019.09.21,2019.09.25,0,9.9,1,5,https://shared-comic.pstatic.net/thumb/webtoon/734348/thumbnail/thumbnail_IMAG10_df9c9a5a-6d46-4a06-acfd-e6c322396cbc.jpg
919,920,수사9단,https://comic.naver.com/webtoon/list?titleId=15568,1,김선권,"자칭 수사9단 홍달기 반장과 형편없는 정보에 정통한 정보통 형사,그리고 고집불통 강호진과 조양이 함께하는 황당수사일지.당황스러운 사건을 황당하게 해결해 버립니다.","자칭 수사9단 홍달기 반장과 형편없는 정보에 정통한 정보통 형사,그리고 고집불통 강호진과 조양이 함께하는 황당수사일지.당황스러운 사건을 황당하게 해결해 버립니다.",8871,296.0,2006.01.05,2006.01.26,2,9.5,2,3,https://shared-comic.pstatic.net/thumb/webtoon/15568/thumbnail/thumbnail_title_15568_83x90.gif
920,921,수상한 문과장,https://comic.naver.com/webtoon/list?titleId=802034,1,벚꽃그리고/은랑호 / 이지영,발칙한 술주정으로 엮여버린 오피스 로맨스네 번째 남자에게 마저 차이고 이별 후유증을 앓고 있는 한시원 대리.매일 한대리의 일처리를 지적하는 비호감 문과장 때문에 자존감까지 바닥이다.쌓일 대로 쌓인 시원은 회식 날 문과장에게 술에 취해 삿대질을 하며 추태를 부리고…시원은 사과를 하려다 그만 문과장에게 말도 안 되는 고백을 하게 된다.당장 고백을 무르고 싶지만 문과장의 수락에 얼떨결에 비밀 사내 연애를 시작하게 된다.,발칙한 술주정으로 엮여버린 오피스 로맨스네 번째 남자에게 마저 차이고 이별 후유증을 앓고 있는 한시원 대리.매일 한대리의 일처리를 지적하는 비호감 문과장 때문에 자존감까지 바닥이다.쌓일 대로 쌓인 시원은 회식 날 문과장에게 술에 취해 삿대질을 하며 추태를 부리고…시원은 사과를 하려다 그만 문과장에게 말도 안 되는 고백을 하게 된다.당장 고백을 무르고 싶지만 문과장의 수락에 얼떨결에 비밀 사내 연애를 시작하게 된다.,4,72.0,2022.11.07,2022.11.07,0,9.7,0,0,https://shared-comic.pstatic.net/thumb/webtoon/802034/thumbnail/thumbnail_IMAG10_07728780-8906-4ab5-9a3e-de01df72b230.jpg
921,922,수상한 비밀상담부,https://comic.naver.com/webtoon/list?titleId=751625,1,149,"태희는 같은 반 해원이 자꾸만 자기를 쳐다보는 게 신경 쓰인다.쳐다보는 이유를 알기 위해 방과후 해원을 쫓아가는데…골목길에서 해원이 웬 남자애랑 지금 뭐 하는 거지?!충격과 혼란이 가득한 태희에게 해원이 건넨 말, ""야, 네 뒤에 귀신 붙었다.""귀신 찾는 놈, 김찬!귀신 잡는 놈, 최민우!귀신 같은 놈, 김해원!귀신 꼬이는 놈, 한태희!개성 강한 네 사람의 우당탕탕 오컬트 청춘 성장 드라마!!","태희는 같은 반 해원이 자꾸만 자기를 쳐다보는 게 신경 쓰인다.쳐다보는 이유를 알기 위해 방과후 해원을 쫓아가는데…골목길에서 해원이 웬 남자애랑 지금 뭐 하는 거지?!충격과 혼란이 가득한 태희에게 해원이 건넨 말, ""야, 네 뒤에 귀신 붙었다.""귀신 찾는 놈, 김찬!귀신 잡는 놈, 최민우!귀신 같은 놈, 김해원!귀신 꼬이는 놈, 한태희!개성 강한 네 사람의 우당탕탕 오컬트 청춘 성장 드라마!!",31665,63.0,2020.08.04,2020.09.08,1,9.2,1,3,https://shared-comic.pstatic.net/thumb/webtoon/751625/thumbnail/thumbnail_IMAG10_3466277a-22d5-4971-a87d-27c2ce442229.jpg
922,923,수업시간그녀,https://comic.naver.com/webtoon/list?titleId=557673,1,박수봉,"수업시간, 나를 두근거리게 만드는 내 옆자리의 그녀.당신들에게도 있었던 가슴 속까지 설레는 이야기.강의실에서 우연히 마주친 그녀에게 한눈에 반한 순진한 대학생의 이야기를 그리고 있다.","수업시간, 나를 두근거리게 만드는 내 옆자리의 그녀.당신들에게도 있었던 가슴 속까지 설레는 이야기.",12721,29.0,2013.05.09,2013.05.30,0,9.6,0,0,https://shared-comic.pstatic.net/thumb/webtoon/557673/thumbnail/title_thumbnail_20130509182840_t83x90.jpg
923,924,수영만화일기,https://comic.naver.com/webtoon/list?titleId=768534,0,해오,"백수 겸 만화가지망생 해오, 저질체력에서 벗어나기 위해 수영에 도전!작심삼일이리라는 예상과는 다르게 어느새 수영에 익숙해진다.'이게 대체 어떻게 된 일이야? 나…… 수영을 사랑하게 된 걸까?'그렇게 수영을 익혀가면서 점차 몸도 마음도 성장해나가는데…….불확실한 미래를 안고 살아가지만, 해오는 오늘도 수영한다.","백수 겸 만화가지망생 해오, 저질체력에서 벗어나기 위해 수영에 도전!작심삼일이리라는 예상과는 다르게 어느새 수영에 익숙해진다.'이게 대체 어떻게 된 일이야? 나…… 수영을 사랑하게 된 걸까?'그렇게 수영을 익혀가면서 점차 몸도 마음도 성장해나가는데…….불확실한 미래를 안고 살아가지만, 해오는 오늘도 수영한다.",877,86.0,2021.11.28,2022.11.23,0,9.8,1,6,https://shared-comic.pstatic.net/thumb/webtoon/768534/thumbnail/thumbnail_IMAG10_cb17b458-bd43-49b0-a63f-68721752e773.jpg
924,925,수요웹툰의 나강림,https://comic.naver.com/webtoon/list?titleId=771718,0,이경민 / 송준혁,"평소 웹툰을 즐겨보는 고등학생 나강림. 어느날 그의 눈앞에 웹툰 속에서 봤던 여주인공이 나타나는 기이한 일이 펼쳐진다.심지어 웹툰에서와 똑같은 사건이 그녀를 위기로 몰아넣는데,문제는 그 사건으로부터 그녀를 구해줄 주인공이 현실에는 없다는 것!결국 나강림은 주인공 역할을 대신하여 그녀들을 구하기 위해 시간을 반복하며 구른다.","평소 웹툰을 즐겨보는 고등학생 나강림. 어느날 그의 눈앞에 웹툰 속에서 봤던 여주인공이 나타나는 기이한 일이 펼쳐진다.심지어 웹툰에서와 똑같은 사건이 그녀를 위기로 몰아넣는데,문제는 그 사건으로부터 그녀를 구해줄 주인공이 현실에는 없다는 것!결국 나강림은 주인공 역할을 대신하여 그녀들을 구하기 위해 시간을 반복하며 구른다.",938,87.0,2022.09.20,2022.11.22,2,9.9,0,2,https://shared-comic.pstatic.net/thumb/webtoon/771718/thumbnail/thumbnail_IMAG10_f35d7712-6a9b-47f1-b956-28cb61000e59.jpg
925,926,수평선,https://comic.naver.com/webtoon/list?titleId=744081,1,정지훈,"<더 복서> 정지훈 작가 전작!세계멸망 후, 모든 걸 잃은 소년·소녀의 만남.세상이 멸망한 어느 날, 부모를 잃은 소년, 소녀가 영원히 함께 앞으로 걸어갈 수 있다는 한 가지 희망만으로 살아가는데... 그런 희망조차 빼앗으려는 망가진 어른들의 등장!
","<더 복서> 정지훈 작가 전작!세계멸망 후, 모든 걸 잃은 소년·소녀의 만남",5197,23.0,2020.04.07,2020.04.07,2,9.6,0,1,https://shared-comic.pstatic.net/thumb/webtoon/744081/thumbnail/thumbnail_IMAG10_c52672f4-21ef-4da8-a416-2040c6e14ed4.jpg
926,927,수학 잘하는 법,https://comic.naver.com/webtoon/list?titleId=703853,1,하비영,그와 그녀의 수학 잘하는 법2017 <청춘로맨스 대전> 우수상 수상작.남주와 여주가 '밀레니엄 문제' 중 하나인 '나비에-스토크스 방정식' 해결에 도전하는 내용,그와 그녀의 수학 잘하는 법2017 <청춘로맨스 대전> 우수상 수상작,43320,41.0,2019.02.16,2019.04.20,0,9.94,0,0,https://shared-comic.pstatic.net/thumb/webtoon/703853/thumbnail/thumbnail_IMAG10_4ea9e23e-05a3-4c6c-a54e-9e6bbe516163.jpg
927,928,수호하는 너에게,https://comic.naver.com/webtoon/list?titleId=783106,0,김순돌,"영매로 태어나 귀신을 피해 살아온 태남.무당인 할머니의 보호 아래 한정된 생활을 하며 살았지만, 대학교에 진학하며 드디어 자유를 찾았다!게다가 입학식에서 만난 동기 성결의 수호령은 주변 귀신들을 퇴치시키는 장군신급 능력을 가진 신,태남은 성결과 함께 자유로운 대학생활을 만끽할 수 있을까?","영매로 태어나 귀신을 피해 살아온 태남.무당인 할머니의 보호 아래 한정된 생활을 하며 살았지만, 대학교에 진학하며 드디어 자유를 찾았다!게다가 입학식에서 만난 동기 성결의 수호령은 주변 귀신들을 퇴치시키는 장군신급 능력을 가진 신,태남은 성결과 함께 자유로운 대학생활을 만끽할 수 있을까?",282,60.0,2022.09.13,2022.11.22,1,9.8,0,0,https://shared-comic.pstatic.net/thumb/webtoon/783106/thumbnail/thumbnail_IMAG10_d052e7c6-7272-4f6d-bbc9-50488b007b8a.jpg
928,929,수희0(tngmlek0),https://comic.naver.com/webtoon/list?titleId=774831,0,생일기분,"가난한 집안, 어려운 형편에도 굴하지 않고 꿋꿋이 살아 가는 회사원 조수희.우연한 계기로 인터넷 방송을 시작하게 된다.처음엔 별 생각 없이 시작했던 인터넷 방송이 점차 수희의 삶의 균형을 무너뜨리게 되는데...","가난한 집안, 어려운 형편에도 굴하지 않고 꿋꿋이 살아 가는 회사원 조수희.우연한 계기로 인터넷 방송을 시작하게 된다.처음엔 별 생각 없이 시작했던 인터넷 방송이 점차 수희의 삶의 균형을 무너뜨리게 되는데...",1741,77.0,2022.09.17,2022.11.19,1,9.4,0,1,https://shared-comic.pstatic.net/thumb/webtoon/774831/thumbnail/thumbnail_IMAG10_8e6c777a-e214-427f-b3f9-a75a9116897c.jpg
929,930,순수한 동거생활,https://comic.naver.com/webtoon/list?titleId=797937,0,성은 / 플아다,"아침부터 밤까지 두근두근. 집에서도 회사에서도 꽁냥꽁냥! 오빠의 절친이자 무섭기만 하던 집주인과 같은 회사 같은 팀에 다니게 되었습니다. 동거만으로도 심장이 떨리는데, 이 남자.. 왜 나한테 잘하지? 무섭게.. 고군분투 햇병아리 사회 초년생 '오소정'과 친구의 동생을 사랑하게 된 남자 '차강우'의 옥신각신 동거 이야기.아침부터 밤까지, 집에서도 회사에서도 두근두근 꽁냥꽁냥!
어쩌죠? 순수한 동거생활에 자꾸 사심이 생겨요.
","아침부터 밤까지 두근두근. 집에서도 회사에서도 꽁냥꽁냥! 오빠의 절친이자 무섭기만 하던 집주인과 같은 회사 같은 팀에 다니게 되었습니다. 동거만으로도 심장이 떨리는데, 이 남자.. 왜 나한테 잘하지? 무섭게.. 고군분투 햇병아리 사회 초년생 '오소정'과 친구의 동생을 사랑하게 된 남자 '차강우'의 옥신각신 동거 이야기.",182,23.0,2022.09.21,2022.11.23,1,9.9,0,0,https://shared-comic.pstatic.net/thumb/webtoon/797937/thumbnail/thumbnail_IMAG10_f4d2bdc2-106c-4109-a165-d79d52654022.jpg
930,931,순정말고 순종,https://comic.naver.com/webtoon/list?titleId=761461,0,슈안,하루에 무려 쓰리잡. 스물 다섯 지언의 일과 끝에 남는 건 갑질에 시달린 스트레스와 돼지우리같은 집구석 뿐이다. 그러다 어느날 얻게 된 인형 한 개. 이것만 있으면 대한민국의 탑 배우 남도윤을 가정부로 부려먹을 수있다...?!2017 최강자전 대상 수상작 <늑대와 빨간모자> 슈안 작가의 차기작!,하루에 무려 쓰리잡. 스물 다섯 지언의 일과 끝에 남는 건 갑질에 시달린 스트레스와 돼지우리같은 집구석 뿐이다. 그러다 어느날 얻게 된 인형 한 개. 이것만 있으면 대한민국의 탑 배우 남도윤을 가정부로 부려먹을 수있다...?!2017 최강자전 대상 수상작 <늑대와 빨간모자> 슈안 작가의 차기작!,6215,98.0,2022.09.18,2022.11.20,1,10.0,0,0,https://shared-comic.pstatic.net/thumb/webtoon/761461/thumbnail/thumbnail_IMAG10_4c3ce3d6-b1da-4149-9bb2-e1e7e674e246.jpg
931,932,순정빌런,https://comic.naver.com/webtoon/list?titleId=797731,0,세윤,"특수능력을 가진 범죄자를 상대하기 위한 특수경찰이 존재하는 세계. 평화로운 나날을 보내던 최강의 특수경찰 '한도령'에게 감당할 수 없는 빌런이 찾아온다! 그런데 이 범죄자, 어딘가 이상하다?최강의 히어로를 사랑하는 최악의 빌런 '박로사'의 우당탕탕 사랑이야기","특수능력을 가진 범죄자를 상대하기 위한 특수경찰이 존재하는 세계. 평화로운 나날을 보내던 최강의 특수경찰 '한도령'에게 감당할 수 없는 빌런이 찾아온다! 그런데 이 범죄자, 어딘가 이상하다?최강의 히어로를 사랑하는 최악의 빌런 '박로사'의 우당탕탕 사랑이야기",723,25.0,2022.09.21,2022.11.23,1,9.9,0,0,https://shared-comic.pstatic.net/thumb/webtoon/797731/thumbnail/thumbnail_IMAG10_0394834b-f6ea-485a-96da-a843a1ace852.jpg
932,933,숨:킬더바디,https://comic.naver.com/webtoon/list?titleId=729259,1,이재헌 / 김태순,삶과 죽음의 기준은 무엇인가!신감각 SF 하드코어 액션,삶과 죽음의 기준은 무엇인가!신감각 SF 하드코어 액션,25899,24.0,2019.09.06,2019.11.08,2,9.81,0,4,https://shared-comic.pstatic.net/thumb/webtoon/729259/thumbnail/thumbnail_IMAG10_0fcf658d-8e95-4113-89d9-42e9abe552f7.jpg
933,934,숨겨진 성녀,https://comic.naver.com/webtoon/list?titleId=781339,0,야마겟돈 / 연슬아,"오래 전, 성녀를 사랑했던 성기사가 있었다. 사사로운 감정을 가지면 안 되는 성녀에게 해가 될까 그는 늘 한 발짝 떨어져서 성녀를 지켰다. 하지만 성녀는 결국 성기사의 품에서 최후를 맞이하고, 성기사는 비통하게 맹세했다. ‘제게 다음 생이 있다면, 그때는 당신을 성녀로 살게 하지 않겠습니다.’ 기나긴 300년의 시간이 흘러, 성녀는 다시태어났다. 이번 생에는 두사람의 염원이 이루어질 수 있을까?","오래 전, 성녀를 사랑했던 성기사가 있었다. 사사로운 감정을 가지면 안 되는 성녀에게 해가 될까 그는 늘 한 발짝 떨어져서 성녀를 지켰다. 하지만 성녀는 결국 성기사의 품에서 최후를 맞이하고, 성기사는 비통하게 맹세했다. ‘제게 다음 생이 있다면, 그때는 당신을 성녀로 살게 하지 않겠습니다.’ 기나긴 300년의 시간이 흘러, 성녀는 다시태어났다. 이번 생에는 두사람의 염원이 이루어질 수 있을까?",333,50.0,2022.09.16,2022.11.18,0,9.9,0,0,https://shared-comic.pstatic.net/thumb/webtoon/781339/thumbnail/thumbnail_IMAG10_e1ae8764-cec8-4aec-a51f-e424c0954ff4.jpg
934,935,숲 속의 미마,https://comic.naver.com/webtoon/list?titleId=640110,1,후은,"전대미문의 이상한 마법사 하지만 자칭 완벽한 마법사!영혼이 자유로운 어떤 마법사 이야기.루프물이며 1부에서는 모든 등장인물들이 불행해지거나, 죽거나, 관계가 파탄나는 등 일말의 희망도 남기지 않고 마무리된다. 심지어 '이곳은 동화가 아니다.' 라는 대사마저 등장한다.

이후 주인공이 시간을 되돌린 2~3부에서는 주인공의 노력으로 모두가 행복한 세상을 만드는데 성공하나, 주인공 자신과, 정작 모두가 행복한 세상을 원했던 이는 그 '모두'에 포함되지 않음을 깨닫고 절망한다. 그러나 누군가의 도움으로 이 둘은 마지막에 이르러서야 서로의 마음을 받아들이게 된다. 다만 이 둘은 '동화에 방해되는 불행은 눈 녹듯 사라져야 한다'며 스스로 소멸한다.

이들은 동시에 이러한 죽음에 대해 '더 이상 불행이 없는, 우리가 쉴 수 있는 곳'이라고 표현했으며, 주인공의 어긋난 반복으로 인해 특정 사건 이후로 계속될 수 없었던 세상이 이들의 죽음으로 말미암아 이후의 시간이 흘러갈 수 있게 되었을 뿐 아니라, 주인공 덕분에 거의 대부분의 등장인물이 행복한 세상이 되었기에 관점에 따라 해피 엔딩이 될 수도 있는 결말이다.",전대미문의 이상한 마법사 하지만 자칭 완벽한 마법사!영혼이 자유로운 어떤 마법사 이야기,100000,74.0,2014.12.12,2015.02.13,0,9.7,0,2,https://shared-comic.pstatic.net/thumb/webtoon/640110/thumbnail/title_thumbnail_20160429190555_t83x90.jpg
935,936,숲속에서 공작이 주운 것은,https://comic.naver.com/webtoon/list?titleId=801590,0,이재원 / 젭 / MON쉘,"엘리시아 크레드가 돌아왔다. 10살의 몸으로.그건 좋은데, 왜 하필 이 시점이야?한밤중 숲에서 들개들의 먹이가 될 뻔한 그녈 구해준 인물은 온갖 위험한 소문의 주인공, 발른 공작인데.죽이려고 혈안이 된 새어머니와, 냉대하고 방치하는 아버지 때문에 29번의 삶을 불행 속에서 살아왔다.이번은 신이 준 마지막 기회. 엘리시아는 공작의 도움을 받아 운명을 바꿔 나간다.","엘리시아 크레드가 돌아왔다. 10살의 몸으로.그건 좋은데, 왜 하필 이 시점이야?한밤중 숲에서 들개들의 먹이가 될 뻔한 그녈 구해준 인물은 온갖 위험한 소문의 주인공, 발른 공작인데.죽이려고 혈안이 된 새어머니와, 냉대하고 방치하는 아버지 때문에 29번의 삶을 불행 속에서 살아왔다.이번은 신이 준 마지막 기회. 엘리시아는 공작의 도움을 받아 운명을 바꿔 나간다.",22,19.0,2022.10.23,2022.10.23,0,9.9,0,0,https://shared-comic.pstatic.net/thumb/webtoon/801590/thumbnail/thumbnail_IMAG10_bc045801-65f1-4eaf-990d-250c36df44be.jpg
936,937,숲속의 담,https://comic.naver.com/webtoon/list?titleId=738145,1,다홍,어느 순간부터 성장이 멈춘 '담'은사람들을 피해 숲속으로 떠난다.,어느 순간부터 성장이 멈춘 '담'은사람들을 피해 숲속으로 떠난다.,77682,132.0,2019.12.23,2020.02.03,0,10.0,0,2,https://shared-comic.pstatic.net/thumb/webtoon/738145/thumbnail/thumbnail_IMAG10_b1524486-4975-4ec7-8751-cd0e52207c55.jpg
